IOL_1A,R,DPIO,3,C3
IOL_1B,R,DPIO,3,A1
IOL_2A,R,DPIO,3,C2
IOL_2B,R,DPIO,3,B1
IOL_3A,R,DPIO,3,D2
IOL_3B,R,DPIO,3,C1
IOL_4A,R,DPIO,3,D3
IOL_4B,R,DPIO,3,D1
IOL_5A,R,DPIO,3,D4
IOL_5B,R,DPIO,3,E2
IOL_6A,R,DPIO,3,E3
IOL_6B_GBIN7,R,GBIN,3,E4
IOL_7A_GBIN6,R,GBIN,3,F4
IOL_7B,R,DPIO,3,F5
IOL_8A,R,DPIO,3,H1
IOL_8B,R,DPIO,3,F2
IOL_9A,R,DPIO,3,G2
IOL_9B,R,DPIO,3,F3
IOL_10A,R,DPIO,3,H2
IOL_10B,R,DPIO,3,J1
IOL_11A,R,DPIO,3,K1
IOL_11B,R,DPIO,3,G4
IOL_12A,R,DPIO,3,L1
IOL_12B,R,DPIO,3,H4
GNDPLL,L,GNDPLL,GNDPLL,J3
VCCPLL,L,VCCPLL,VCCPLL,H3
IOB_25,R,PIO,2,J2
IOB_26,R,PIO,2,K2
IOB_27,R,PIO,2,K3
IOB_28,R,PIO,2,L2
IOB_29,R,PIO,2,L3
IOB_30,R,PIO,2,K4
IOB_31,R,PIO,2,L4
IOB_32,R,PIO,2,K5
IOB_35_GBIN5,R,GBIN,2,J5
IOB_36_GBIN4,R,GBIN,2,L5
IOB_34,R,PIO,2,H5
IOB_37,R,PIO,2,K7
IOB_38,R,PIO,2,L7
IOB_39,R,PIO,2,L9
IOB_40,R,PIO,2,K8
IOB_41,R,PIO,2,L10
IOB_42_CBSEL0,R,PIO,2,H6
IOB_43_CBSEL1,R,PIO,2,J6
CDONE,L,CONFIG,2,F7
CRESET_B,L,CONFIG,2,J7
IOB_44_SDO,R,SPI,SPI,H7
IOB_45_SDI,R,SPI,SPI,J8
IOB_46_SCK,R,SPI,SPI,H8
IOB_47_SS,R,SPI,SPI,G8
VCC_SPI,L,SPI,SPI,J9
IOR_48,R,PIO,1,K9
IOR_49,R,PIO,1,K10
IOR_50,R,PIO,1,J10
IOR_51,R,PIO,1,H10
IOR_52,R,PIO,1,K11
IOR_53,R,PIO,1,L11
IOR_54,R,PIO,1,H11
IOR_55,R,PIO,1,J11
IOR_56,R,PIO,1,H9
IOR_57,R,PIO,1,G11
IOR_58,R,PIO,1,F11
IOR_59,R,PIO,1,G9
IOR_60_GBIN3,R,GBIN,1,F9
IOR_61_GBIN2,R,GBIN,1,E9
IOR_62,R,PIO,1,E10
IOR_63,R,PIO,1,F8
IOR_64,R,PIO,1,D11
IOR_65,R,PIO,1,E7
IOR_66,R,PIO,1,D10
IOR_67,R,PIO,1,E8
IOR_68,R,PIO,1,C11
IOR_69,R,PIO,1,C10
IOR_70,R,PIO,1,B11
IOR_71,R,PIO,1,A11
IOR_72,R,PIO,1,B10
VPP_2V5,L,VPP,VPP,D9
VPP_FAST,L,VPP,VPP,D8
IOT_73,R,PIO,0,B9
IOT_74,R,PIO,0,A10
IOT_75,R,PIO,0,B8
IOT_76,R,PIO,0,A9
IOT_77,R,PIO,0,A8
IOT_78,R,PIO,0,C9
IOT_79,R,PIO,0,C8
IOT_80,R,PIO,0,B7
IOT_81,R,PIO,0,C7
IOT_82,R,PIO,0,A7
IOT_83,R,PIO,0,C6
IOT_84_GBIN1,R,GBIN,0,D6
IOT_85_GBIN0,R,GBIN,0,D5
IOT_86,R,PIO,0,F6
IOT_87,R,PIO,0,A5
IOT_88,R,PIO,0,E6
IOT_89,R,PIO,0,B5
IOT_90,R,PIO,0,C5
IOT_91,R,PIO,0,B4
IOT_92,R,PIO,0,A3
IOT_93,R,PIO,0,A2
IOT_94,R,PIO,0,B3
IOT_95,R,PIO,0,B2
IOT_96,R,PIO,0,C4
GND,L,GND,GND,G10
GND,L,GND,GND,E1
GND,L,GND,GND,L6
GND,L,GND,GND,G5
GND,L,GND,GND,G7
GND,L,GND,GND,G6
GND,L,GND,GND,A6
VCC,L,VCC,VCC,F1
VCC,L,VCC,VCC,G3
VCC,L,VCC,VCC,F10
VCC,L,VCC,VCC,E5
VCCIO_0,L,VCCIO,VCCIO,B6
VCCIO_0,L,VCCIO,VCCIO,A4
VCCIO_1,L,VCCIO,VCCIO,D7
VCCIO_1,L,VCCIO,VCCIO,E11
VCCIO_2,L,VCCIO,VCCIO,K6
VCCIO_2,L,VCCIO,VCCIO,L8
VCCIO_3,L,VCCIO,VCCIO,G1
VCCIO_3,L,VCCIO,VCCIO,J4
